origin_machi,dest_machi,trips,origin_name,dest_name
rural_south-04,hikari-09,15.32,Shiro-AoKita-machi,MinamiAshi-machi
tetsuba-03,hikari-10,15.07,Naka-IshiSaka-machi,Ko-TenHigashi-machi
minami-09,hikari-10,15.02,Kurenai-IkariKi-machi,Ko-TenHigashi-machi
tsukimachi-07,hikari-08,14.99,Soto-TenTsuki-machi,Hon-MiyaWa-machi
tsukimachi-02,hikari-08,14.96,Higashi-KiKumo-machi,Hon-MiyaWa-machi
nishi-01,hikari-08,14.75,AmeNami-machi,Hon-MiyaWa-machi
rural_south-04,hikari-10,14.36,Shiro-AoKita-machi,Ko-TenHigashi-machi
minami-07,minami-07,14.27,NagaIkari-machi,NagaIkari-machi
minami-01,tetsuba-08,14.23,Midori-IshiShiro-machi,Soto-MatsuGin-machi
nishi-04,naka-05,14.17,Shimo-TakeKawa-machi,AkebonoMiya-machi
minami-06,minami-07,14.07,Kurenai-MinatoKura-machi,NagaIkari-machi
naka-03,tetsuba-03,14.03,KamiSuzu-machi,Naka-IshiSaka-machi
minami-02,hikari-06,13.96,Kurenai-KitaMiya-machi,Shin-NakaSuna-machi
tsukimachi-07,tsukimachi-03,13.91,Soto-TenTsuki-machi,NamiMiya-machi
nishi-04,hikari-02,13.79,Shimo-TakeKawa-machi,Ō-KitaTani-machi
hikari-07,naka-06,13.78,Shin-TsukiNami-machi,Aki-UmiNishi-machi
minami-02,hikari-07,13.65,Kurenai-KitaMiya-machi,Shin-TsukiNami-machi
minato_kita-01,hikari-06,13.54,Ō-YamaSaka-machi,Shin-NakaSuna-machi
hikari-09,tetsuba-08,13.43,MinamiAshi-machi,Soto-MatsuGin-machi
naka-08,naka-03,13.35,Yū-HigashiAo-machi,KamiSuzu-machi
naka-09,tetsuba-03,12.84,Ao-KamiShiro-machi,Naka-IshiSaka-machi
tetsuba-06,hikari-02,12.74,Hon-TeraKita-machi,Ō-KitaTani-machi
minami-08,tetsuba-08,12.74,BashiHikari-machi,Soto-MatsuGin-machi
hikari-07,tetsuba-08,12.73,Shin-TsukiNami-machi,Soto-MatsuGin-machi
minato_kita-01,hikari-07,12.58,Ō-YamaSaka-machi,Shin-TsukiNami-machi
tsukimachi-05,hikari-10,12.27,Ō-KumoHikari-machi,Ko-TenHigashi-machi
tsukimachi-02,hikari-09,12.17,Higashi-KiKumo-machi,MinamiAshi-machi
naka-05,naka-06,12.17,AkebonoMiya-machi,Aki-UmiNishi-machi
kamikura-04,naka-05,12.12,Hon-MinatoKita-machi,AkebonoMiya-machi
nishi-01,hikari-10,12.1,AmeNami-machi,Ko-TenHigashi-machi
tsukimachi-07,hikari-10,12.06,Soto-TenTsuki-machi,Ko-TenHigashi-machi
naka-01,hikari-08,11.8,Shin-NakaMatsu-machi,Hon-MiyaWa-machi
minami-08,minami-07,11.66,BashiHikari-machi,NagaIkari-machi
hikari-03,tsukimachi-03,11.53,Higashi-YamaNaga-machi,NamiMiya-machi
tetsuba-03,tetsuba-03,11.34,Naka-IshiSaka-machi,Naka-IshiSaka-machi
tetsuba-04,naka-06,11.29,Ao-IshiIkari-machi,Aki-UmiNishi-machi
nishi-04,hikari-06,11.01,Shimo-TakeKawa-machi,Shin-NakaSuna-machi
naka-07,naka-10,10.87,Shiro-ShioSaka-machi,Higashi-NamiShio-machi
tetsuba-03,tetsuba-08,10.78,Naka-IshiSaka-machi,Soto-MatsuGin-machi
minami-06,naka-03,10.78,Kurenai-MinatoKura-machi,KamiSuzu-machi
tenro-05,tsukimachi-04,10.68,Naka-ShiroIshi-machi,Kurenai-HikariKura-machi
kamikura-04,hikari-02,10.68,Hon-MinatoKita-machi,Ō-KitaTani-machi
tetsuba-05,tetsuba-08,10.67,Ko-NamiTsuki-machi,Soto-MatsuGin-machi
hikari-06,tetsuba-08,10.66,Shin-NakaSuna-machi,Soto-MatsuGin-machi
higashi-03,naka-06,10.41,Yū-HikariTani-machi,Aki-UmiNishi-machi
tsukimachi-05,hikari-09,10.38,Ō-KumoHikari-machi,MinamiAshi-machi
higashi-08,hikari-06,10.35,Naka-TsukiShiro-machi,Shin-NakaSuna-machi
minami-03,hikari-10,10.34,KitaHiro-machi,Ko-TenHigashi-machi
naka-01,tsukimachi-04,10.31,Shin-NakaMatsu-machi,Kurenai-HikariKura-machi
higashi-02,naka-06,10.02,NishiMiya-machi,Aki-UmiNishi-machi
higashi-08,hikari-07,9.82,Naka-TsukiShiro-machi,Shin-TsukiNami-machi
naka-05,tetsuba-08,9.72,AkebonoMiya-machi,Soto-MatsuGin-machi
hikari-09,naka-03,9.66,MinamiAshi-machi,KamiSuzu-machi
hikari-03,naka-06,9.65,Higashi-YamaNaga-machi,Aki-UmiNishi-machi
tsukimachi-07,hikari-09,9.63,Soto-TenTsuki-machi,MinamiAshi-machi
tetsuba-02,naka-03,9.59,MinamiNaka-machi,KamiSuzu-machi
nishi-01,hikari-09,9.53,AmeNami-machi,MinamiAshi-machi
minato_kita-03,hikari-09,9.41,Haru-MiyaHigashi-machi,MinamiAshi-machi
naka-01,hikari-09,9.36,Shin-NakaMatsu-machi,MinamiAshi-machi
tetsuba-04,minami-07,9.31,Ao-IshiIkari-machi,NagaIkari-machi
higashi-01,minato_kita-04,9.3,Kita-FuruTsuki-machi,Ao-KawaYama-machi
hikari-07,naka-03,9.26,Shin-TsukiNami-machi,KamiSuzu-machi
hikari-06,naka-06,9.25,Shin-NakaSuna-machi,Aki-UmiNishi-machi
minami-04,hikari-09,9.16,Shin-SuzuTera-machi,MinamiAshi-machi
higashi-02,higashi-01,9.13,NishiMiya-machi,Kita-FuruTsuki-machi
minami-05,tetsuba-08,9.11,Yū-BashiAka-machi,Soto-MatsuGin-machi
tenro-05,naka-05,9.02,Naka-ShiroIshi-machi,AkebonoMiya-machi
tetsuba-06,naka-05,9.01,Hon-TeraKita-machi,AkebonoMiya-machi
tenro-05,hikari-06,9.0,Naka-ShiroIshi-machi,Shin-NakaSuna-machi
tetsuba-06,hikari-01,8.93,Hon-TeraKita-machi,TaniUmi-machi
kamikura-04,hikari-01,8.88,Hon-MinatoKita-machi,TaniUmi-machi
hikari-08,tetsuba-08,8.82,Hon-MiyaWa-machi,Soto-MatsuGin-machi
hikari-01,tsukimachi-03,8.81,TaniUmi-machi,NamiMiya-machi
naka-08,tetsuba-03,8.76,Yū-HigashiAo-machi,Naka-IshiSaka-machi
tetsuba-07,tetsuba-08,8.67,Minami-MinamiAme-machi,Soto-MatsuGin-machi
tsukimachi-03,hikari-08,8.62,NamiMiya-machi,Hon-MiyaWa-machi
higashi-01,naka-10,8.59,Kita-FuruTsuki-machi,Higashi-NamiShio-machi
hikari-09,naka-06,8.47,MinamiAshi-machi,Aki-UmiNishi-machi
tsukimachi-04,tetsuba-08,8.32,Kurenai-HikariKura-machi,Soto-MatsuGin-machi
tsukimachi-03,hikari-10,8.24,NamiMiya-machi,Ko-TenHigashi-machi
naka-05,tsukimachi-03,8.12,AkebonoMiya-machi,NamiMiya-machi
naka-04,tetsuba-08,8.09,Ko-MinatoAka-machi,Soto-MatsuGin-machi
minato_kita-03,tsukimachi-04,7.98,Haru-MiyaHigashi-machi,Kurenai-HikariKura-machi
kamikura-04,tsukimachi-04,7.94,Hon-MinatoKita-machi,Kurenai-HikariKura-machi
tetsuba-06,hikari-05,7.92,Hon-TeraKita-machi,Ko-WaAkebono-machi
hikari-07,tsukimachi-03,7.9,Shin-TsukiNami-machi,NamiMiya-machi
tsukimachi-08,hikari-10,7.87,Shimo-AkebonoNaka-machi,Ko-TenHigashi-machi
minami-06,naka-06,7.81,Kurenai-MinatoKura-machi,Aki-UmiNishi-machi
tsukimachi-08,hikari-08,7.77,Shimo-AkebonoNaka-machi,Hon-MiyaWa-machi
hikari-06,naka-03,7.74,Shin-NakaSuna-machi,KamiSuzu-machi
minami-07,tetsuba-08,7.74,NagaIkari-machi,Soto-MatsuGin-machi
hikari-03,tetsuba-08,7.7,Higashi-YamaNaga-machi,Soto-MatsuGin-machi
tetsuba-02,naka-06,7.59,MinamiNaka-machi,Aki-UmiNishi-machi
tsukimachi-04,naka-06,7.55,Kurenai-HikariKura-machi,Aki-UmiNishi-machi
naka-03,tsukimachi-03,7.53,KamiSuzu-machi,NamiMiya-machi
kamikura-04,hikari-05,7.47,Hon-MinatoKita-machi,Ko-WaAkebono-machi
hikari-02,naka-06,7.38,Ō-KitaTani-machi,Aki-UmiNishi-machi
minami-02,hikari-02,7.36,Kurenai-KitaMiya-machi,Ō-KitaTani-machi
hikari-10,naka-06,7.35,Ko-TenHigashi-machi,Aki-UmiNishi-machi
tenro-04,hikari-08,7.3,Ko-AshiKumo-machi,Hon-MiyaWa-machi
naka-09,naka-06,7.23,Ao-KamiShiro-machi,Aki-UmiNishi-machi
minato_kita-01,hikari-02,7.23,Ō-YamaSaka-machi,Ō-KitaTani-machi
naka-08,naka-10,7.08,Yū-HigashiAo-machi,Higashi-NamiShio-machi
minami-08,naka-03,7.06,BashiHikari-machi,KamiSuzu-machi
minami-01,higashi-01,7.05,Midori-IshiShiro-machi,Kita-FuruTsuki-machi
naka-02,tetsuba-08,7.04,Shimo-SakuraHiro-machi,Soto-MatsuGin-machi
minami-01,naka-03,6.98,Midori-IshiShiro-machi,KamiSuzu-machi
hikari-02,tetsuba-08,6.95,Ō-KitaTani-machi,Soto-MatsuGin-machi
tenro-05,hikari-01,6.94,Naka-ShiroIshi-machi,TaniUmi-machi
minami-04,tsukimachi-04,6.89,Shin-SuzuTera-machi,Kurenai-HikariKura-machi
tenro-04,hikari-09,6.84,Ko-AshiKumo-machi,MinamiAshi-machi
higashi-01,naka-01,6.8,Kita-FuruTsuki-machi,Shin-NakaMatsu-machi
tetsuba-08,tetsuba-03,6.79,Soto-MatsuGin-machi,Naka-IshiSaka-machi
minami-02,hikari-03,6.77,Kurenai-KitaMiya-machi,Higashi-YamaNaga-machi
tsukimachi-08,hikari-09,6.76,Shimo-AkebonoNaka-machi,MinamiAshi-machi
tetsuba-07,naka-06,6.6,Minami-MinamiAme-machi,Aki-UmiNishi-machi
rural_south-04,tsukimachi-03,6.57,Shiro-AoKita-machi,NamiMiya-machi
naka-09,naka-03,6.55,Ao-KamiShiro-machi,KamiSuzu-machi
hikari-05,tsukimachi-03,6.53,Ko-WaAkebono-machi,NamiMiya-machi
naka-05,naka-03,6.46,AkebonoMiya-machi,KamiSuzu-machi
tenro-05,hikari-02,6.33,Naka-ShiroIshi-machi,Ō-KitaTani-machi
tsukimachi-03,hikari-09,6.32,NamiMiya-machi,MinamiAshi-machi
tetsuba-02,minami-07,6.31,MinamiNaka-machi,NagaIkari-machi
minami-05,minami-07,6.31,Yū-BashiAka-machi,NagaIkari-machi
naka-04,tsukimachi-03,6.26,Ko-MinatoAka-machi,NamiMiya-machi
tetsuba-05,naka-03,6.24,Ko-NamiTsuki-machi,KamiSuzu-machi
tetsuba-06,hikari-04,6.22,Hon-TeraKita-machi,Higashi-TakeTera-machi
minato_kita-01,hikari-03,6.18,Ō-YamaSaka-machi,Higashi-YamaNaga-machi
hikari-08,naka-03,6.14,Hon-MiyaWa-machi,KamiSuzu-machi
naka-02,naka-06,6.09,Shimo-SakuraHiro-machi,Aki-UmiNishi-machi
hikari-02,tsukimachi-03,6.08,Ō-KitaTani-machi,NamiMiya-machi
hikari-10,tetsuba-08,5.97,Ko-TenHigashi-machi,Soto-MatsuGin-machi
tetsuba-07,naka-03,5.89,Minami-MinamiAme-machi,KamiSuzu-machi
hikari-08,naka-06,5.88,Hon-MiyaWa-machi,Aki-UmiNishi-machi
naka-09,tsukimachi-03,5.84,Ao-KamiShiro-machi,NamiMiya-machi
tenro-04,hikari-10,5.77,Ko-AshiKumo-machi,Ko-TenHigashi-machi
tetsuba-08,naka-03,5.68,Soto-MatsuGin-machi,KamiSuzu-machi
rural_north-07,hikari-07,5.68,Ō-MiyaSuzu-machi,Shin-TsukiNami-machi
higashi-08,hikari-02,5.58,Naka-TsukiShiro-machi,Ō-KitaTani-machi
minami-08,naka-06,5.5,BashiHikari-machi,Aki-UmiNishi-machi
hikari-04,tsukimachi-03,5.49,Higashi-TakeTera-machi,NamiMiya-machi
kamikura-04,hikari-04,5.44,Hon-MinatoKita-machi,Higashi-TakeTera-machi
minami-05,naka-03,5.43,Yū-BashiAka-machi,KamiSuzu-machi
tenro-05,hikari-05,5.27,Naka-ShiroIshi-machi,Ko-WaAkebono-machi
hikari-05,naka-06,5.24,Ko-WaAkebono-machi,Aki-UmiNishi-machi
minami-06,tetsuba-03,5.24,Kurenai-MinatoKura-machi,Naka-IshiSaka-machi
naka-01,hikari-10,5.22,Shin-NakaMatsu-machi,Ko-TenHigashi-machi
tsukimachi-05,tsukimachi-03,5.21,Ō-KumoHikari-machi,NamiMiya-machi
minami-08,higashi-01,5.17,BashiHikari-machi,Kita-FuruTsuki-machi
hikari-03,naka-03,5.16,Higashi-YamaNaga-machi,KamiSuzu-machi
hikari-02,naka-03,5.09,Ō-KitaTani-machi,KamiSuzu-machi
minami-05,minami-05,5.08,Yū-BashiAka-machi,Yū-BashiAka-machi
nishi-04,tsukimachi-03,5.03,Shimo-TakeKawa-machi,NamiMiya-machi
